Date,Symbol,Open,High,Low,Close,Volume
05-11-2004,TCS,1173.95,1180,1160,1165.45,627981
08-11-2004,TCS,1165,1188.9,1156,1184.15,1286466
09-11-2004,TCS,1187,1197.9,1177,1188.4,917339
10-11-2004,TCS,1191,1199,1190.1,1194.35,716799
11-11-2004,TCS,1199,1203.4,1191.1,1196.25,654391
12-11-2004,TCS,1204,1208,1190.2,1196.75,226676
16-11-2004,TCS,1198,1198,1184,1190.9,500688
17-11-2004,TCS,1191.5,1209.9,1191.5,1205.4,683492
18-11-2004,TCS,1209.45,1234.55,1206.5,1231,934016
19-11-2004,TCS,1233,1237,1211.1,1217.1,851595
22-11-2004,TCS,1207.8,1226,1195,1222.45,592284
23-11-2004,TCS,1230.6,1242,1224.15,1235.55,539099
24-11-2004,TCS,1239,1245,1230.15,1233.9,402913
25-11-2004,TCS,1234,1244,1208.65,1216.85,788859
29-11-2004,TCS,1216,1247.7,1205.55,1243.9,660186
30-11-2004,TCS,1248.15,1286,1245,1274.65,1313518
01-12-2004,TCS,1281,1281,1257,1261.55,1060233
02-12-2004,TCS,1265,1277,1239.1,1242.6,1207213
03-12-2004,TCS,1249.25,1255.9,1221.55,1236.75,1222152
06-12-2004,TCS,1240,1250,1208.5,1214.55,1434234
07-12-2004,TCS,1216,1232.9,1215,1218.25,982903
08-12-2004,TCS,1218,1226.6,1196.05,1200.8,916176
09-12-2004,TCS,1204.95,1217,1204.85,1211.45,475153
10-12-2004,TCS,1220,1235.5,1214,1225.65,777101
13-12-2004,TCS,1226,1241.65,1225.25,1236.15,624529
14-12-2004,TCS,1242,1244.7,1230.3,1233.15,385438
15-12-2004,TCS,1244,1254.75,1238,1245.5,721584
16-12-2004,TCS,1248.45,1265,1238,1262.65,543808
17-12-2004,TCS,1260,1274.8,1252.1,1256.5,688719
20-12-2004,TCS,1260,1268.5,1256.5,1262.55,283553
21-12-2004,TCS,1264.95,1277,1263.15,1272.7,432314
22-12-2004,TCS,1275.1,1275.1,1230,1240.15,750214
23-12-2004,TCS,1247.7,1247.7,1225,1227.85,493614
24-12-2004,TCS,1232.95,1272,1221.55,1267.95,832732
27-12-2004,TCS,1270,1285,1262.2,1270.55,550063
28-12-2004,TCS,1272,1314,1266.2,1309.35,1201806
29-12-2004,TCS,1316.95,1336.9,1313.15,1320.25,829153
30-12-2004,TCS,1318,1328,1291.85,1296.65,703349
31-12-2004,TCS,1300,1338.8,1296.65,1335.45,612414
03-01-2005,TCS,1335.45,1356.7,1335.45,1353.25,591771
04-01-2005,TCS,1350,1354,1333.15,1341.25,622388
05-01-2005,TCS,1340.2,1340.2,1280.3,1325,1200540
06-01-2005,TCS,1320,1346,1292.5,1320.45,1000861
07-01-2005,TCS,1330,1345,1312.65,1339.95,952892
10-01-2005,TCS,1348.65,1359.4,1322,1327.45,940196
11-01-2005,TCS,1330,1335.3,1301,1313.75,998297
12-01-2005,TCS,1325.95,1367.95,1286.7,1298.05,2590004
13-01-2005,TCS,1310,1338.7,1275,1292.9,3469744
14-01-2005,TCS,1304.7,1317.9,1277,1296.4,1969722
17-01-2005,TCS,1309.6,1309.6,1240.2,1263.25,1706398
18-01-2005,TCS,1274.7,1284,1257.5,1263.85,772908
19-01-2005,TCS,1266,1273.7,1251.1,1255.4,442311
20-01-2005,TCS,1255,1255,1230,1243.7,567025
24-01-2005,TCS,1243.7,1247.35,1215.35,1220.65,453524
25-01-2005,TCS,1214.8,1239.9,1207.1,1235.45,558241
27-01-2005,TCS,1243.25,1253.8,1235.3,1240.55,681918
28-01-2005,TCS,1242.85,1294.8,1242.5,1289.2,1049227
31-01-2005,TCS,1298,1311.8,1290.25,1300.4,731673
01-02-2005,TCS,1307,1320,1287,1315.25,1002480
02-02-2005,TCS,1319,1323.45,1303,1308.95,608807
03-02-2005,TCS,1312,1314.75,1302,1311.1,415952
04-02-2005,TCS,1310,1322,1300.55,1306.45,335505
07-02-2005,TCS,1312.6,1330.7,1301,1313.75,743027
08-02-2005,TCS,1313.75,1323,1308,1316,410554
09-02-2005,TCS,1321,1343.6,1320.75,1332.8,692242
10-02-2005,TCS,1330,1343.5,1323,1332.65,547081
11-02-2005,TCS,1338,1387,1338,1381.75,1295887
14-02-2005,TCS,1391.05,1418,1391.05,1409.65,1109408
15-02-2005,TCS,1410,1415,1374,1381.35,497090
16-02-2005,TCS,1399,1399,1361,1368.15,390854
17-02-2005,TCS,1368.15,1386,1350.6,1381.85,515622
18-02-2005,TCS,1380,1392,1355,1375,318143
21-02-2005,TCS,1371,1375.8,1345.1,1365.55,222144
22-02-2005,TCS,1364.7,1369.95,1351,1363.45,267380
23-02-2005,TCS,1363.45,1382.1,1355.15,1374.95,645852
24-02-2005,TCS,1374.95,1395.9,1361.2,1367.95,1350805
25-02-2005,TCS,1376.8,1379,1353.15,1364.05,633862
28-02-2005,TCS,1379,1385,1340,1380.9,800301
01-03-2005,TCS,1381,1440,1351,1357.45,619769
02-03-2005,TCS,1375,1375,1361.6,1368,332264
03-03-2005,TCS,1370,1395,1364,1389.55,361395
04-03-2005,TCS,1394,1403.5,1382,1392.25,502234
07-03-2005,TCS,1395,1408,1394,1400.2,457254
08-03-2005,TCS,1404,1420.9,1395.35,1413.95,628460
09-03-2005,TCS,1409,1426.5,1395.05,1407.5,677761
10-03-2005,TCS,1410,1410,1390.25,1399.55,287785
11-03-2005,TCS,1406,1434.9,1405,1427.45,650718
14-03-2005,TCS,1428,1460,1420,1451.85,816754
15-03-2005,TCS,1451,1462,1430,1442.65,518310
16-03-2005,TCS,1440,1467.6,1440,1452.05,684177
17-03-2005,TCS,1448,1473.7,1440,1460.95,850666
18-03-2005,TCS,1459,1472.5,1425,1468.7,765433
21-03-2005,TCS,1470.15,1475,1444.6,1456.45,544265
22-03-2005,TCS,1454.8,1457.1,1440.1,1443.55,335554
23-03-2005,TCS,1440,1448,1413.35,1421.25,429927
24-03-2005,TCS,1430,1438,1377.65,1384.35,744322
28-03-2005,TCS,1391,1408.85,1384,1392.4,462466
29-03-2005,TCS,1395,1398,1362.2,1370.9,381675
30-03-2005,TCS,1371.1,1400,1360,1390.55,514407
31-03-2005,TCS,1404.5,1445.1,1397.25,1432.05,864330
01-04-2005,TCS,1433,1457,1414,1450.95,695334
04-04-2005,TCS,1452,1456.8,1423.3,1427.75,657170
05-04-2005,TCS,1429,1442.5,1416.1,1425.45,420979
06-04-2005,TCS,1427,1448,1427,1441.35,244176
07-04-2005,TCS,1441,1450,1422,1425.2,310402
08-04-2005,TCS,1430.7,1434.9,1390.05,1393.55,506535
11-04-2005,TCS,1397,1400,1360.1,1363.6,352874
12-04-2005,TCS,1399,1399,1365,1382,514087
13-04-2005,TCS,1394,1407,1385.55,1401.6,579825
15-04-2005,TCS,1395,1395,1315,1319,1232810
18-04-2005,TCS,1300,1348.7,1291,1318.65,753038
19-04-2005,TCS,1330,1348.9,1178.1,1208.7,3404394
20-04-2005,TCS,1200,1200,1093.3,1116.2,5937282
21-04-2005,TCS,1125,1148,1110,1142.4,1656542
22-04-2005,TCS,1160,1171.65,1140.25,1166.75,1619834
25-04-2005,TCS,1164.8,1167.9,1148,1156.95,860073
26-04-2005,TCS,1157,1163.8,1134.1,1136.7,692375
27-04-2005,TCS,1141.1,1141.1,1111,1115.65,817171
28-04-2005,TCS,1115.1,1130,1097.15,1114.8,1091109
29-04-2005,TCS,1128.8,1144.7,1117.05,1131.1,1383213
02-05-2005,TCS,1150,1178,1118.1,1128.9,641200
03-05-2005,TCS,1130,1135,1105.35,1108.6,687881
04-05-2005,TCS,1106.5,1124.5,1106.5,1120.85,599018
05-05-2005,TCS,1149.95,1150,1125.55,1136.85,811883
06-05-2005,TCS,1140,1171.7,1132.15,1167.5,1023583
09-05-2005,TCS,1170,1182.25,1166.25,1175.25,592380
10-05-2005,TCS,1178,1178,1146.25,1152.5,884494
11-05-2005,TCS,1148,1152.6,1137.95,1149.1,401661
12-05-2005,TCS,1159,1161.7,1143.15,1146.75,451118
13-05-2005,TCS,1149,1151,1140.15,1148.6,298594
16-05-2005,TCS,1145,1158.9,1142.25,1154.3,721900
17-05-2005,TCS,1161.1,1164.7,1144.4,1150.55,583322
18-05-2005,TCS,1154,1154,1123,1142.7,573528
19-05-2005,TCS,1153.45,1172,1153.2,1162.5,457431
20-05-2005,TCS,1165,1174.7,1147.2,1169.65,408202
23-05-2005,TCS,1170,1234.9,1170,1223.8,1295252
24-05-2005,TCS,1244.7,1244.7,1205.25,1234.85,766107
25-05-2005,TCS,1229.7,1269.4,1215,1260.55,986809
26-05-2005,TCS,1258,1296,1251.15,1290.05,1222762
27-05-2005,TCS,1283,1299,1255.25,1269.2,920435
30-05-2005,TCS,1269.2,1333.05,1264,1319.1,2236648
31-05-2005,TCS,1320,1342.9,1305.55,1334.25,1295696
01-06-2005,TCS,1330,1330,1297.55,1304.5,941261
02-06-2005,TCS,1308,1309,1265.1,1268.55,1384578
03-06-2005,TCS,1268.55,1296.7,1261.05,1293.15,818566
04-06-2005,TCS,1290,1293.85,1278,1281.6,169770
06-06-2005,TCS,1295,1301.7,1270.3,1280.4,724064
07-06-2005,TCS,1288.8,1288.8,1269.05,1277.65,462274
08-06-2005,TCS,1280,1296,1276.1,1292.1,604064
09-06-2005,TCS,1294,1299,1271.35,1277.3,449792
10-06-2005,TCS,1280,1300,1261.1,1266.15,830328
13-06-2005,TCS,1275,1283,1260.2,1271.65,323754
14-06-2005,TCS,1277,1279.9,1260.2,1266.05,431548
15-06-2005,TCS,1269.75,1277.9,1266.3,1272.15,348884
16-06-2005,TCS,1277.8,1287.9,1264.85,1277.7,574194
17-06-2005,TCS,1282.7,1286.45,1263.1,1267.65,383499
20-06-2005,TCS,1275,1301.95,1270.3,1295.9,801584
21-06-2005,TCS,1300,1312.4,1283.3,1305.1,1307943
22-06-2005,TCS,1309,1339,1309,1333.35,1442172
23-06-2005,TCS,1330,1337.75,1305,1307.4,459618
24-06-2005,TCS,1300,1338.3,1295,1325.75,752665
27-06-2005,TCS,1319.7,1333,1308,1316.45,443516
28-06-2005,TCS,1318,1328,1314.05,1323.55,722014
29-06-2005,TCS,1325,1357.95,1322.15,1332.55,805830
30-06-2005,TCS,1338.8,1365,1338.8,1358.1,898625
01-07-2005,TCS,1350,1356.7,1340.35,1352.4,602571
04-07-2005,TCS,1358.8,1371.9,1331,1359.05,493956
05-07-2005,TCS,1369.75,1369.75,1312.6,1320.2,648422
06-07-2005,TCS,1326,1332.6,1316.15,1323.1,382152
07-07-2005,TCS,1323.1,1340,1303.25,1309.65,436111
08-07-2005,TCS,1310.6,1329.4,1293.55,1311.1,761000
11-07-2005,TCS,1311.1,1330,1311.1,1326.05,473908
12-07-2005,TCS,1318.6,1321,1272.3,1285.9,768825
13-07-2005,TCS,1285,1300,1267,1270.75,808730
14-07-2005,TCS,1278.65,1287.7,1216.35,1225,1107551
15-07-2005,TCS,1231,1261.9,1215.05,1248.45,1167715
18-07-2005,TCS,1252,1479,1252,1322.2,1809451
19-07-2005,TCS,1348.4,1358,1260,1319.15,584718
20-07-2005,TCS,1335,1335,1305.15,1308.25,436788
21-07-2005,TCS,1321,1321,1280,1290.3,524873
22-07-2005,TCS,1285,1297.85,1270.4,1293.95,647412
25-07-2005,TCS,1296.6,1302.35,1275.2,1284.35,679128
26-07-2005,TCS,1285.85,1292,1260,1265.25,653710
27-07-2005,TCS,1265,1288,1265,1284.5,324676
29-07-2005,TCS,1275,1290,1262,1268.8,1044819
01-08-2005,TCS,1267,1275,1242.65,1252.2,678849
02-08-2005,TCS,1292,1298,1258,1290.3,602690
03-08-2005,TCS,1297.5,1307.4,1283,1300.75,909290
04-08-2005,TCS,1305,1319.8,1288,1295.25,793367
05-08-2005,TCS,1300,1308,1277.2,1285.4,395356
08-08-2005,TCS,1290,1290,1267.25,1283.05,513670
09-08-2005,TCS,1275,1287,1264,1284.4,592969
10-08-2005,TCS,1285.65,1316.65,1285.65,1313.05,869760
11-08-2005,TCS,1316.65,1329,1306.6,1312.85,455664
12-08-2005,TCS,1328.4,1328.4,1275.6,1282.85,477729
16-08-2005,TCS,1290,1290,1265,1269.05,456676
17-08-2005,TCS,1280,1302,1261.3,1299.15,704686
18-08-2005,TCS,1307,1325,1305.3,1313.7,976707
19-08-2005,TCS,1315,1332,1311.1,1325.35,620784
22-08-2005,TCS,1325,1348.4,1245,1317.85,561502
23-08-2005,TCS,1327,1330.65,1313,1316.05,585802
24-08-2005,TCS,1316.05,1318,1284,1295.7,504595
25-08-2005,TCS,1305,1330,1300,1323.65,792653
26-08-2005,TCS,1328.45,1370,1325,1364.75,1024833
29-08-2005,TCS,1370,1378,1330,1355.35,510167
30-08-2005,TCS,1355.65,1391,1355.65,1384.35,725949
31-08-2005,TCS,1380.8,1415.35,1380,1404.85,926112
01-09-2005,TCS,1409.85,1434,1409,1424.25,950023
02-09-2005,TCS,1430,1440,1415.05,1427.2,615108
05-09-2005,TCS,1440,1466.9,1406.35,1410.25,906848
06-09-2005,TCS,1415,1419.9,1388,1398.45,627930
08-09-2005,TCS,1400,1415,1395.25,1406.1,359774
09-09-2005,TCS,1351,1414,1351,1391.95,467722
12-09-2005,TCS,1429,1638,1406.5,1430.2,828884
13-09-2005,TCS,1431,1431,1410.6,1422.4,280623
14-09-2005,TCS,1420,1427,1387,1400.15,486260
15-09-2005,TCS,1402,1454.75,1402,1449.9,1380092
16-09-2005,TCS,1454.75,1477.7,1436.2,1457.6,685023
19-09-2005,TCS,1477.7,1480,1443,1454.15,359681
20-09-2005,TCS,1455,1480,1420,1470.45,786678
21-09-2005,TCS,1474,1476,1400,1453.65,776915
22-09-2005,TCS,1476,1487,1397,1401.45,810301
23-09-2005,TCS,1400.35,1429.8,1400.35,1412.45,476978
26-09-2005,TCS,1420,1473,1416,1465.9,286256
27-09-2005,TCS,1475,1481,1446.3,1462.3,800501
28-09-2005,TCS,1464,1474.9,1447,1469.5,737508
29-09-2005,TCS,1480,1494.4,1465,1472.85,1052736
30-09-2005,TCS,1480,1491.8,1464.25,1482.35,622872
03-10-2005,TCS,1455.4,1504.9,1455.4,1497.9,559065
04-10-2005,TCS,1499.8,1502,1483.3,1489.75,793809
05-10-2005,TCS,1484,1489,1465,1470,822215
06-10-2005,TCS,1465.05,1465.05,1417.15,1424.65,1029224
07-10-2005,TCS,1425,1454,1415.2,1444.8,775828
10-10-2005,TCS,1449.8,1475,1443.3,1448.5,671466
11-10-2005,TCS,1460,1474.8,1422,1467.75,1445640
13-10-2005,TCS,1470,1485,1430.35,1441.3,1700724
14-10-2005,TCS,1450,1452,1415,1424.05,653274
17-10-2005,TCS,1430,1442,1423.9,1434.15,548602
18-10-2005,TCS,1442,1464.8,1431.1,1440.95,1367700
19-10-2005,TCS,1459.95,1460,1372.15,1401.6,1257354
20-10-2005,TCS,1415.1,1435,1391.05,1416.35,794119
21-10-2005,TCS,1429,1436.8,1409,1428.25,740427
24-10-2005,TCS,1432.2,1444,1401.05,1407.5,393704
25-10-2005,TCS,1418.35,1451,1408.5,1440,677539
26-10-2005,TCS,1440,1445,1419.1,1422.25,517851
27-10-2005,TCS,1423,1428.9,1390,1401.3,846493
28-10-2005,TCS,1409,1409,1355,1362.15,562687
31-10-2005,TCS,1365,1408,1360.35,1401.25,356496
01-11-2005,TCS,1448.7,1448.7,1400,1409.6,66500
02-11-2005,TCS,1401.3,1436,1388.4,1429,356611
07-11-2005,TCS,1408,1467.7,1408,1464.75,523560
08-11-2005,TCS,1474,1484.25,1470.4,1477,722773
09-11-2005,TCS,1477,1483.05,1450.25,1456.8,625099
10-11-2005,TCS,1457,1476.9,1457,1469.75,386962
11-11-2005,TCS,1465,1488,1465,1482.65,739986
14-11-2005,TCS,1490,1514.65,1490,1510.3,1005045
16-11-2005,TCS,1511.25,1517,1502.25,1511.7,842822
17-11-2005,TCS,1500,1518,1492.45,1507.65,609808
18-11-2005,TCS,1512,1531,1512,1526.95,1088465
21-11-2005,TCS,1529.4,1538.7,1506,1518.65,824667
22-11-2005,TCS,1514,1524.8,1488,1499.85,593875
23-11-2005,TCS,1500,1522,1499,1516.65,756847
24-11-2005,TCS,1516,1533.2,1516,1524.25,568011
25-11-2005,TCS,1524.25,1540,1510.35,1533.7,418033
26-11-2005,TCS,1533.5,1540,1527.1,1538.85,116790
28-11-2005,TCS,1538.8,1550,1536,1547.65,316906
29-11-2005,TCS,1544.8,1550,1520.55,1545.35,412928
30-11-2005,TCS,1532,1552.5,1515,1521.1,502922
01-12-2005,TCS,1520,1554.65,1518.75,1550.1,520246
02-12-2005,TCS,1554.65,1574.4,1541.05,1550,598045
05-12-2005,TCS,1552,1554.1,1526.25,1531.35,239135
06-12-2005,TCS,1535,1570,1526.3,1554,404133
07-12-2005,TCS,1562,1600,1560.3,1595.55,702369
08-12-2005,TCS,1595,1624.7,1592.25,1616.55,1198149
09-12-2005,TCS,1618,1694.6,1611.3,1682.7,774278
12-12-2005,TCS,1650.35,1705,1642,1650.2,773936
13-12-2005,TCS,1652,1678,1645,1667.6,753384
14-12-2005,TCS,1660,1700,1640,1683.9,602401
15-12-2005,TCS,1689.9,1698.5,1668.4,1682.8,531127
16-12-2005,TCS,1690,1726,1683,1714.4,988429
19-12-2005,TCS,1726,1753,1717,1734.55,587646
20-12-2005,TCS,1750,1750,1687,1693.5,578571
21-12-2005,TCS,1705,1714.6,1671,1686.1,410304
22-12-2005,TCS,1690,1699.7,1678.95,1684.7,314901
23-12-2005,TCS,1687,1705,1665,1671.75,306879
26-12-2005,TCS,1674,1674,1656.25,1662.9,203160
27-12-2005,TCS,1662.75,1703,1643,1698.15,195651
28-12-2005,TCS,1695,1710,1676.65,1685.65,322757
29-12-2005,TCS,1690,1719.9,1681.65,1710.05,432723
30-12-2005,TCS,1680,1719.9,1680,1702.85,297531
02-01-2006,TCS,1708,1710.9,1681.35,1687.6,206688
03-01-2006,TCS,1685.25,1739.95,1682,1733.2,424617
04-01-2006,TCS,1740,1749.9,1722.2,1743.1,443202
05-01-2006,TCS,1745,1746,1721.9,1732.35,178978
06-01-2006,TCS,1735,1739.9,1692,1705.6,370718
09-01-2006,TCS,1710.15,1730,1681,1688.95,485409
10-01-2006,TCS,1690,1699.8,1661,1672.5,496581
12-01-2006,TCS,1653,1689,1615,1673.7,1739962
13-01-2006,TCS,1680,1690,1644,1651.75,451071
16-01-2006,TCS,1651,1651,1602.55,1608.75,600614
17-01-2006,TCS,1611,1640,1610,1623.4,469132
18-01-2006,TCS,1618.2,1623.8,1602.1,1619.55,395640
19-01-2006,TCS,1623.8,1654.7,1623.8,1650.35,446841
20-01-2006,TCS,1655,1669.85,1635,1644,411780
23-01-2006,TCS,1635,1635,1611.3,1622.15,285034
24-01-2006,TCS,1635,1649,1630.4,1642.6,236258
25-01-2006,TCS,1649,1659.95,1643.5,1651.2,795717
27-01-2006,TCS,1680,1680,1650.6,1659.15,375477
30-01-2006,TCS,1665.4,1679.6,1652.1,1658.9,172893
31-01-2006,TCS,1679.6,1679.6,1652.35,1670.4,187895
01-02-2006,TCS,1656,1678,1650.4,1666.65,487087
02-02-2006,TCS,1670,1676,1629.65,1636.8,391967
03-02-2006,TCS,1639.9,1647.8,1612.4,1630.8,544690
06-02-2006,TCS,1629.9,1683,1626.35,1679.05,361872
07-02-2006,TCS,1680,1693.5,1644.25,1674.1,875348
08-02-2006,TCS,1666,1672.1,1652.35,1662.5,416581
10-02-2006,TCS,1670.15,1678,1645.05,1669.6,341025
13-02-2006,TCS,1669.6,1670,1648,1651,252568
14-02-2006,TCS,1670,1670,1614,1618.55,870258
15-02-2006,TCS,1647.9,1647.9,1605,1619.35,526165
16-02-2006,TCS,1625,1639.8,1612,1629.15,660561
17-02-2006,TCS,1650,1656.4,1620,1625,365431
20-02-2006,TCS,1639,1655,1627.4,1649.85,330451
21-02-2006,TCS,1655,1671,1651.1,1666,287655
22-02-2006,TCS,1670,1670,1651.3,1661.85,144574
23-02-2006,TCS,1660,1689.9,1660,1670.55,517698
24-02-2006,TCS,1670.25,1680,1656.3,1670.05,137167
27-02-2006,TCS,1667,1695,1666.4,1690.35,315139
28-02-2006,TCS,1695,1704,1670,1700.8,352718
01-03-2006,TCS,1700,1745.4,1687.25,1740.2,563269
02-03-2006,TCS,1745.4,1754,1720.35,1741.8,409712
03-03-2006,TCS,1742,1742,1697.35,1705.75,265555
06-03-2006,TCS,1716,1753,1710,1744.3,453948
07-03-2006,TCS,1740.15,1750,1720,1724.7,248146
08-03-2006,TCS,1732,1740,1705,1722.55,476686
09-03-2006,TCS,1720,1728,1690,1724.85,582839
10-03-2006,TCS,1692,1775,1690,1763.65,804368
13-03-2006,TCS,1773.8,1847.6,1773.8,1828.6,897319
14-03-2006,TCS,1824.9,1827.7,1791.1,1803.15,434682
16-03-2006,TCS,1817,1839.9,1806.3,1835.4,575008
17-03-2006,TCS,1840,1880.5,1840,1861,741530
20-03-2006,TCS,1874,1915,1865.5,1908,876609
21-03-2006,TCS,1908,1935,1898.65,1915.2,662673
22-03-2006,TCS,1920,1920,1881.2,1893.35,640146
23-03-2006,TCS,1900,1919,1868.25,1874.2,330561
24-03-2006,TCS,1887,1905,1869.05,1891.45,364673
27-03-2006,TCS,1895,1910,1885.55,1890.95,366054
28-03-2006,TCS,1900,1911,1881,1887.6,468909
29-03-2006,TCS,1879,1902.9,1867,1898.15,535537
30-03-2006,TCS,1902.9,2010,1902.9,1968.1,723021
31-03-2006,TCS,1957.9,1957.9,1910,1915.5,365021
03-04-2006,TCS,1927,1956,1920,1950.75,388209
04-04-2006,TCS,1950.4,1960,1940.05,1948.55,371451
05-04-2006,TCS,1950.1,1965.15,1920,1932.05,347116
07-04-2006,TCS,1948,1997,1875,1889.25,923195
10-04-2006,TCS,1900,1919.95,1880,1894.1,879305
12-04-2006,TCS,1898.2,1900,1763,1780.8,1644672
13-04-2006,TCS,1805,1829.7,1770,1797.15,1075209
17-04-2006,TCS,1825,1911,1815.25,1906.55,1211094
18-04-2006,TCS,1978,2088,1978,2009.5,1847311
19-04-2006,TCS,2029,2050,1998,2012.75,1225414
20-04-2006,TCS,2019.9,2024.95,1975,1989.9,787118
21-04-2006,TCS,2000,2029.95,1965,1999.05,621625
24-04-2006,TCS,1998,1999.65,1965,1979.25,654351
25-04-2006,TCS,1979.9,1979.9,1899,1926.95,712776
26-04-2006,TCS,1928,1956,1910,1942.35,883892
27-04-2006,TCS,1942.35,2003,1930,1945.85,895606
28-04-2006,TCS,1907,1991,1830.35,1978.05,661545
29-04-2006,TCS,1991,2002.85,1971,1979.35,97805
02-05-2006,TCS,1984,2024.4,1980,2013.15,779910
03-05-2006,TCS,2024,2039.9,2015.05,2031.55,393520
04-05-2006,TCS,2028,2057.9,2021.3,2043.7,491228
05-05-2006,TCS,2055,2055,1995,2006.65,338815
08-05-2006,TCS,2021,2092,2010,2019.45,185589
09-05-2006,TCS,2032,2044.4,2005,2024.85,225049
10-05-2006,TCS,2044.4,2047,2002.3,2021.7,247274
11-05-2006,TCS,2029.3,2029.3,2005.4,2018.7,245503
12-05-2006,TCS,2011,2024.85,1970.3,1996.15,347142
15-05-2006,TCS,1980,2001,1920,1960.9,504313
16-05-2006,TCS,1959.95,1995,1919.8,1974.7,333946
17-05-2006,TCS,1995,2020,1990,2016.55,167921
18-05-2006,TCS,1990,1999.9,1900,1925.65,567795
19-05-2006,TCS,1950,1959.8,1851.5,1892.35,608527
22-05-2006,TCS,1920,1920,1744,1780.5,587427
23-05-2006,TCS,1800,1874,1701,1830.2,673517
24-05-2006,TCS,1870,1880,1760,1790.65,713196
25-05-2006,TCS,1780,1898.4,1745,1876.95,729881
26-05-2006,TCS,1890,1900,1841,1866.35,276023
29-05-2006,TCS,1865,1865,1840.3,1850.55,350336
30-05-2006,TCS,1865,1895.1,1835,1860.35,564507
31-05-2006,TCS,1841.1,1841.1,1730,1782.9,721232
01-06-2006,TCS,1825,1825,1690,1709.35,742845
02-06-2006,TCS,1714.9,1800,1688,1794,526695
05-06-2006,TCS,1794,1804.4,1754.25,1767.6,401460
06-06-2006,TCS,1744.8,1787.8,1690,1748.9,371392
07-06-2006,TCS,1800,1800,1693.25,1703.95,676317
08-06-2006,TCS,1725,1725,1611.2,1647.9,670124
09-06-2006,TCS,1674.45,1692,1625,1671.15,507739
12-06-2006,TCS,1699,1699,1621,1638.75,448988
13-06-2006,TCS,1621,1629.4,1561,1570.35,342123
14-06-2006,TCS,1561.95,1624.95,1451.25,1483.65,1598252
15-06-2006,TCS,1586,1586,1501,1550.55,745920
16-06-2006,TCS,1586,1715,1580.4,1685,1048771
